TIPO	CODIGO	UD	DESCRIPCION CORTA	PADRE	CRITERIO	DESGLOSE	DESCRIPCION LARGA	PRECIO/UNIDAD
PARTIDA	12.04.55	ud	 Rejilla Impulsion: 350	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	81,65
PARTIDA	12.04.56	ud	 Rejilla Impulsion: 375	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	82,55
PARTIDA	12.04.57	ud	 Rejilla Impulsion: 1450	12.04			Rejilla de aluminio anodizado, con lamas horizontales fijas de aluminio extruido, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	203,65
PARTIDA	12.04.58	ud	Rejilla Impulsión Tramex: 250x450	12.04			Rejilla de aluminio anodizado tipo TRAMEX, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	85,66
PARTIDA	12.04.59	ud	Rejilla Impulsión Tramex: 300x200	12.04			Rejilla de aluminio anodizado tipo TRAMEX, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	90,95
PARTIDA	12.04.60	ud	Rejilla Impulsión Tramex: 300x450	12.04			Rejilla de aluminio anodizado tipo TRAMEX, salida de aire perpendicular a la rejilla, color natural, para conducto de admisión o extracción. Incluso elementos de fijación.	112,66
CAPITULO	12.05		12.05 LEGALIZACIÓN Y PUESTA EN MARCHA	12				
CAPITULO	13		13 VENTILACIÓN					
PARTIDA	13.01		13.01 EQUIPOS DE VENTILACIÓN	13				
PARTIDA	13.02		13.02 CONDUCTOS DE CHIMENEAS	13				
PARTIDA	13.03		13.03 DISTRIBUCIÓN	13				
PARTIDA	13.04		13.04 LEGALIZACIÓN Y PUESTA EN MARCHA	13				
CAPITULO	14		14 FONTANERÍA					
CAPITULO	14.01		14.01 ACOMETIDA Y CENTRALIZACIÓN	14				
PARTIDA	14.01.01	ud	Acometida	14.01			Acometida enterrada para abastecimiento de agua potable de 2 m de longitud, que une la red general de distribución de agua potable de la empresa suministradora con la instalación general del edificio, continua en todo su recorrido sin uniones o empalmes intermedios no registrables, formada por tubo de polietileno PE 100, de 200 mm de diámetro exterior, PN=10 atm y 9,5 mm de espesor, colocada sobre lecho de arena de 15 cm de espesor, en el fondo de la zanja previamente excavada, debidamente compactada y nivelada con pisón vibrante de guiado manual, relleno lateral compactando hasta los riñones y posterior relleno con la misma arena hasta 10 cm por encima de la generatriz superior de la tubería; collarín de toma en carga colocado sobre la red general de distribución que sirve de enlace entre la acometida y la red; llave de corte de esfera de 8" de diámetro con mando de cuadradillo colocada mediante unión embridada, situada junto a la edificación, fuera de los límites de la propiedad, alojada en arqueta prefabricada de polipropileno de 55x55x55 cm, colocada sobre solera de hormigón en masa HM-20/P/20/I de 15 cm de espesor. Incluso hormigón en masa HM-20/P/20/I para la posterior reposición del firme existente, accesorios y piezas especiales. El precio no incluye la excavación ni el relleno principal.	2572,37
PARTIDA	14.01.02	ud	Aljibe 	14.01			Depósito auxiliar de alimentación de poliéster reforzado con fibra de vidrio, cilíndrico, de 650 litros, con válvula de corte de compuerta de 1" DN 25 mm para la entrada y válvula de corte de compuerta de 1" DN 25 mm para la salida.	665,89
PARTIDA	14.01.03	ud	Bomba ACS	14.01			?	1000
PARTIDA	14.01.04	ud	Depósito ACS 2000L	14.01			?	3500
PARTIDA	14.01.05	ud	Aljibe 	14.01			?	50
PARTIDA	14.01.06	ud	Grupo de presión PA	14.01			?	50
PARTIDA	14.01.07	ud	Grupo de presión PB	14.01			?	50
CAPITULO	14.05		14.05 DISTRIBUCIÓN INTERIOR	14				50
PARTIDA	14.05.01	ud	Conector de ducha	14.05			?	4,85
PARTIDA	14.05.02	m	Instalación de tuberías de polipropileno para retorno de agua caliente	14.05			Incluidas uniones de tuberias y accesorios	25,68
PARTIDA	14.05.03	m	Instalación de tuberías de polipropileno para agua caliente sanitaria	14.05			Incluidas uniones de tuberias y accesorios	26,88
PARTIDA	14.05.04	m	Instalación de tuberías de polipropileno para agua fría	14.05			Incluidas uniones de tuberias y accesorios	25,68
PARTIDA	14.05.05	ud	Conector de fuente	14.05			?	5,65
PARTIDA	14.05.06	ud	Vending conector de agua	14.05			?	2,7
CAPITULO	14.06		14.06 LEGALIZACIÓN Y PUESTA EN MARCHA	14				
CAPITULO	15		15 APARATOS SANITARIOS Y GRIFERÍA					
CAPITULO	15.01		15.01 APARATOS SANITARIOS	15				
PARTIDA	15.01.01	ud	Plato de ducha 1065x1065mm	15.01			Plato de ducha acrílico, rectangular, modelo Neo Daiquiri "ROCA", color Blanco, con fondo antideslizante y juego de desagüe, equipado con grifería monomando mural para ducha, con cartucho cerámico, acabado cromado, modelo Thesis. Incluso silicona para sellado de juntas.	628,52
PARTIDA	15.01.02	ud	Lavabo de pared	15.01			Lavabo de porcelana sanitaria, mural con semipedestal, gama media, color blanco, de 550x470 mm, y desagüe, acabado cromado. Incluso juego de fijación y silicona para sellado de juntas. El precio no incluye la grifería.	190,05
PARTIDA	15.01.03	ud	Lavabo de pared H260	15.01			Lavabo de porcelana sanitaria, mural con semipedestal, gama media, color blanco, de 550x470 mm, y desagüe, acabado cromado. Incluso juego de fijación y silicona para sellado de juntas. El precio no incluye la grifería.	195,56
PARTIDA	15.01.04	ud	Inodoro suspendido 6,1L	15.01			Inodoro de porcelana sanitaria, suspendido, con salida para conexión horizontal, gama media, blanco, de 480x400 mm, con asiento y tapa lacados. Incluso elementos de fijación y silicona para sellado de juntas.	300,08
PARTIDA	15.01.05	ud	Inodoro suspendido 6,1L personas con movilidad reducida	15.01			Inodoro de porcelana sanitaria, suspendido, con salida para conexión horizontal, gama media, blanco, de 480x400 mm, con asiento y tapa lacados. Incluso elementos de fijación y silicona para sellado de juntas.	325,56
PARTIDA	15.01.06	ud	Vertedero norma	15.01			Vertedero de porcelana sanitaria, monobloque, gama básica, color blanco, grifería monomando empotrada para vertedero, gama básica, acabado cromado, de 246x120 mm. Incluso sellado con silicona.	318,51
PARTIDA	15.01.07	ud	Fuente 1065x1065mm	15.01			?	50
CAPITULO	15.02		15.02 GRIFERÍAS	15				
PARTIDA	15.02.01	ud	Grifería ducha	15.02			Griferia de diseño estandar para ducha	130,55
PARTIDA	15.02.02	ud	Grifería lavabo	15.02			Griferia de diseño estandar para lavabo	154,21
CAPITULO	16		16 ELECTRICIDAD					
CAPITULO	16.01		16.01 CENTRALIZACIÓN	16				
PARTIDA	16.01.01	ud	Batería 1500x700x1740mm	16.01			?	50
PARTIDA	16.01.02	ud	Centro de transformación 1997x820x1740mm	16.01			?	50
PARTIDA	16.01.03	ud	Centro de transformación 800x600x2100mm	16.01			?	50
PARTIDA	16.01.04	ud	Centro de transformación 800x800x2100mm	16.01			?	50
PARTIDA	16.01.05	ud	GrupoElectrogeno 5000x1850x2300mm	16.01			?	50
PARTIDA	16.01.06	ud	Transformador 1900x1000x2100mm	16.01			?	50
PARTIDA	16.01.07	ud	Caja de derivación 250x90mm	16.01			?	50
PARTIDA	16.01.08	ud	Caja de derivación enrasada al suelo 250x90mm	16.01			?	50
CAPITULO	16.01.09		16.01.03 CUADROS PROTECCIÓN SSCC	16.01				
CAPITULO	16.02		16.02 CUADRO PROTECCIÓN	16				
PARTIDA	16.02.01	ud	Cuadro eléctrico Secundario	16.02			?	50
PARTIDA	16.02.02	ud	Cuadro eléctrico de fuerza alumbrado	16.02			?	50
PARTIDA	16.02.03	ud	Cuadro eléctrico de fuerza motores	16.02			?	50
PARTIDA	16.02.04	ud	Cuadro eléctrico Local	16.02			?	50
CAPITULO	16.06		16.06 DISTRIBUCION	16				
PARTIDA	16.06.01	m	Red de bandejas de cables empotradas	16.06			?	50
PARTIDA	16.06.02	m	Red de bandejas de cables perforadas	16.06			?	50
PARTIDA	16.06.03	m	Red de bandejas de cables perforadas con tapa	16.06			?	50
PARTIDA	16.06.04	m	Red de bandejas de cables de rejilla	16.06			?	50
PARTIDA	16.06.05	m	Red de bandejas de cables con dos compartimentos	16.06			?	50
PARTIDA	16.06.06	m	Red de bandejas de escalera	16.06			?	50
PARTIDA	16.06.07	ud	Caja empotrada 2 Elementos	16.06			?	50
PARTIDA	16.06.08	ud	Caja empotrada 3 Elementos	16.06			?	50
PARTIDA	16.06.09	ud	Caja empotrada  3Elec, 2RJ45, 1HDMI, 1VGA	16.06			?	50
PARTIDA	16.06.10	ud	Caja empotrada 6 Elementos	16.06			?	50
PARTIDA	16.06.11	ud	Caja enrasada 2 Elementos 	16.06			?	50
PARTIDA	16.06.12	ud	Caja en superficie 2 Elementos pared	16.06			?	50
PARTIDA	16.06.13	ud	Caja en superficie 2 Elementos suelo	16.06			?	50
PARTIDA	16.06.14	ud	Caja en superficie 2 Elementos techo	16.06			?	50
PARTIDA	16.06.15	ud	Caja en superficie 3Elec, 2RJ45, 1HDMI, 1VGA	16.06			?	50
PARTIDA	16.06.16	ud	Caja en superficie 3Elec, 2RJ45, 1HDMI, 1VGA suelo	16.06			?	50
PARTIDA	16.06.17	ud	Caja en superficie 6 Elementos suelo	16.06			?	50
PARTIDA	16.06.18	ud	Caja en superficie 8 Elementos suelo	16.06			?	50
CAPITULO	16.03		16.03 MECANISMOS	16				
PARTIDA	16.03.01	ud	Interruptor monopolar 10/16A	16.03			?	50
PARTIDA	16.03.02	ud	Interruptor monopolar estanco	16.03			?	50
PARTIDA	16.03.03	ud	Interruptor de pantalla táctil	16.03			?	50
PARTIDA	16.03.04	ud	Interruptor de pulsador	16.03			?	50
PARTIDA	16.03.05	ud	Interruptor de temporizador	16.03			?	50
PARTIDA	16.03.06	ud	Proyector 43W-230V	16.03			?	50
PARTIDA	16.03.07	ud	Sensor multifunción empotrado con relé	16.03			?	50
PARTIDA	16.03.08	ud	Sensor multifunción empotrado sin relé	16.03			?	50
PARTIDA	16.03.09	ud	Sensor multifunción de superficie con relé	16.03			?	50
PARTIDA	16.03.10	ud	Sensor multifunción de superficie sin relé	16.03			?	50
PARTIDA	16.03.11	ud	Recarga de vehículo Lenta	16.03			?	50
PARTIDA	16.03.12	ud	Toma de corriente 2 Tomas	16.03			?	50
PARTIDA	16.03.13	ud	Toma de corriente empotrada	16.03			?	50
PARTIDA	16.03.14	ud	Toma de corriente empotrada 3x20A+N+T	16.03			?	50
PARTIDA	16.03.15	ud	Toma de corriente empotrada perfil metálico 	16.03			?	50
PARTIDA	16.03.16	ud	Toma de corriente estanca	16.03			?	50
PARTIDA	16.03.17	ud	Toma de corriente estanca de bandeja 	16.03			?	50
PARTIDA	16.03.18	ud	Toma eléctrica bornas y circuitos	16.03			?	50
PARTIDA	16.03.19	ud	Toma eléctrica bornas y circuitos secamanos	16.03			?	50
PARTIDA	16.03.20	ud	Toma eléctrica bornas y circuitos techo	16.03			?	50
PARTIDA	16.03.21	ud	Toma eléctrica mediana de gran potencia	16.03			?	50
PARTIDA	16.03.22	ud	Toma eléctrica trifásica de pequeña potencia	16.03			?	50
CAPITULO	16.04		16.04 LUMINARIAS	16				
PARTIDA	16.04.01	ud	Baliza Exterior: 17W - 230V	16.04			?	50
PARTIDA	16.04.02	ud	Bañador Pared Simetrico: 22W IP68 230V	16.04			?	50
PARTIDA	16.04.03	ud	Estructura Luminosa: 81W 230V	16.04			?	50
PARTIDA	16.04.04	ud	Estructura Luminosa Tira: 20W/m Ancho= 10cm	16.04			?	50
PARTIDA	16.04.05	ud	Estructura Luminosa Tira: 20W/m IP67 315cm	16.04			?	50
PARTIDA	16.04.06	ud	Estructura Luminosa Tira: 20W/m IP67 Ancho=9cm	16.04			?	50
PARTIDA	16.04.07	ud	Estructura Luminosa Tira: 20W/m IP67 Ancho=10cm	16.04			?	50
PARTIDA	16.04.08	ud	Luminaria Antideflagrante: LED 48W 230V	16.04			?	50
PARTIDA	16.04.09	ud	Luminaria Emergencia: 300 Lúmenes 1H Antideflagrante	16.04			?	50
PARTIDA	16.04.10	ud	Luminaria Emergencia: IP42 200 Lúmenes 1H	16.04			?	50
PARTIDA	16.04.11	ud	Luminaria Emergencia: IP42 370 Lúmenes 1H	16.04			?	50
PARTIDA	16.04.12	ud	Luminaria Emergencia: IP44 230 Lúmenes 2H	16.04			?	50
PARTIDA	16.04.13	ud	Luminaria Emergencia: IP66 230 Lúmenes 2H	16.04			?	50
PARTIDA	16.04.14	ud	Luminaria Emergencia: IP66 280 Lúmenes 1H	16.04			?	50
PARTIDA	16.04.15	ud	Luminaria Emergencia: IP66 370 Lúmenes 1H	16.04			?	50
PARTIDA	16.04.16	ud	Luminaria Emergencia Cuadrada: 200 Lumenes 1H	16.04			?	50
PARTIDA	16.04.17	ud	Luminaria Emergencia Empotrada: 200 Lumenes 1H	16.04			?	50
PARTIDA	16.04.18	ud	Luminaria Emergencia Empotrada: 200 Lumenes 1H Pasillos	16.04			?	50
PARTIDA	16.04.19	ud	Luminaria Emergencia Empotrada: 200 Lumenes 2H	16.04			?	50
PARTIDA	16.04.20	ud	Luminaria Empotrada: 50cm	16.04			?	50
PARTIDA	16.04.21	ud	Luminaria Empotrada: 200cm	16.04			?	50
PARTIDA	16.04.22	ud	Luminaria Empotrada: 300cm	16.04			?	50
PARTIDA	16.04.23	ud	Luminaria Empotrada Circular: 10W - 230V	16.04			?	50
PARTIDA	16.04.24	ud	Luminaria Empotrada Circular: 12W - 230V REGULABLE	16.04			?	50
PARTIDA	16.04.25	ud	Luminaria Empotrada Circular: 18W - 230V	16.04			?	50
PARTIDA	16.04.26	ud	Luminaria Empotrada Circular: 18W - 230V REGULABLE	16.04			?	50
PARTIDA	16.04.27	ud	Luminaria Empotrada Circular: 19W - 230V	16.04			?	50
PARTIDA	16.04.28	ud	Luminaria Empotrada Muro: 35W IP68 IK10 230V	16.04			?	50
PARTIDA	16.04.29	ud	Luminaria Empotrada Muro: BAÑADOR PARED	16.04			?	50
PARTIDA	16.04.30	ud	Luminaria Poste: 60W-230V	16.04			?	50
PARTIDA	16.04.31	ud	Luminaria Suspendida: 13W 1800x50x75mm	16.04			?	50
PARTIDA	16.04.32	ud	Luminaria Suspendida: 20W OPAL 900x50x75mm	16.04			?	50
PARTIDA	16.04.33	ud	Luminaria Suspendida: 25W 1800x50x75mm	16.04			?	50
PARTIDA	16.04.34	ud	Luminaria Suspendida: 30W 2100x50x75mm	16.04			?	50
PARTIDA	16.04.35	ud	Luminaria Suspendida: 30W OPAL 1500x50x75mm	16.04			?	50
PARTIDA	16.04.36	ud	Luminaria Suspendida: 31W 1800x50x75mm	16.04			?	50
PARTIDA	16.04.37	ud	Luminaria Suspendida: 46W 2400x50x75mm	16.04			?	50
PARTIDA	16.04.38	ud	Luminaria Suspendida: 46W OPAL 2400x50x75mm	16.04			?	50
PARTIDA	16.04.39	ud	Luminaria Suspendida: 56W 3000x50x75mm	16.04			?	50
PARTIDA	16.04.40	ud	Luminaria Techo: 16 estanca 16W	16.04			?	50
PARTIDA	16.04.41	ud	Luminaria Techo: 32 estanca 32W	16.04			?	50
PARTIDA	16.04.42	ud	Luminaria Techo: 39 estanca 39W	16.04			?	50
PARTIDA	16.04.43	ud	Luminaria Tira suspendida 100cm	16.04			?	50
PARTIDA	16.04.44	ud	Luminaria Tira suspendida 150cm	16.04			?	50
PARTIDA	16.04.45	ud	Luminaria Tira suspendida 200cm	16.04			?	50
PARTIDA	16.04.46	ud	Luminaria Tira suspendida 250cm	16.04			?	50
PARTIDA	16.04.47	ud	Luminaria Tira suspendida 300cm	16.04			?	50
PARTIDA	16.04.48	ud	Luminaria Tira suspendida 350cm	16.04			?	50
PARTIDA	16.04.49	ud	Luminaria Tira suspendida 400cm	16.04			?	50
PARTIDA	16.04.50	ud	Luminaria Tira suspendida 450cm	16.04			?	50
PARTIDA	16.04.51	ud	Luminaria Tira suspendida 500cm	16.04			?	50
PARTIDA	16.04.52	ud	Luminaria Tira suspendida IP67 100cm	16.04			?	50
PARTIDA	16.04.53	ud	Luminaria Tira suspendida IP67 150cm	16.04			?	50
PARTIDA	16.04.54	ud	Luminaria Tira suspendida IP67 200cm	16.04			?	50
PARTIDA	16.04.55	ud	Luminaria Tira suspendida IP67 250cm	16.04			?	50
PARTIDA	16.04.56	ud	Luminaria Tira suspendida IP67 300cm	16.04			?	50
PARTIDA	16.04.57	ud	Luminaria Tira suspendida IP67 350cm	16.04			?	50
PARTIDA	16.04.58	ud	Luminaria Tira suspendida IP67 400cm	16.04			?	50
PARTIDA	16.04.59	ud	Luminaria Tira suspendida IP67 450cm	16.04			?	50
PARTIDA	16.04.60	ud	Luminaria Tira suspendida IP67 500cm	16.04			?	50
PARTIDA	16.04.61	ud	LuminariaLed: 11W IP67	16.04			?	50
PARTIDA	16.04.62	ud	LuminariaLed: 14W IP68	16.04			?	50
PARTIDA	16.04.63	ud	POT DMX RGBW: 4W - 230V	16.04			?	50
CAPITULO	16.05		16.05 RED TIERRA Y PARARRAYOS	16				
PARTIDA	16.05.01	ud	Equipo eléctrico Manguito 	16.05			?	50
PARTIDA	16.05.02	ud	Equipo eléctrico Manguito 50mm	16.05			?	50
PARTIDA	16.05.03	ud	Equipo eléctrico Soldadura	16.05			?	50
PARTIDA	16.05.04	ud	Pararrayos	16.05			?	50
PARTIDA	16.05.05	m	Instalación de tubos de cobre para red de tierra y pararrayos	16.05			Incluidas uniones de tubo	50
CAPITULO	17		17 TELECOMUNICACIONES					
CAPITULO	17.01		17.01 EQUIPOS DE CAPTACIÓN	17				
PARTIDA	17.01.01	ud	Antena TV	17.01			?	50
CAPITULO	17.02		17.02 EQUIPOS DE CABECERA	17				
PARTIDA	17.02.01	ud	Central principal de megafonia	17.02			?	50
CAPITULO	17.03		17.03 RED DE ALIMENTACIÓN	17				
CAPITULO	17.04		17.04 DISPOSITIVOS DE COMUNICACIÓN	17				
PARTIDA	17.04.01	ud	Toma TV de suelo	17.04			?	50
PARTIDA	17.04.02	ud	Toma TV de techo	17.04			?	50
PARTIDA	17.04.03	ud	Difusor acustico adosable	17.04			?	50
PARTIDA	17.04.04	ud	Difusor acustico empotrable	17.04			?	50
PARTIDA	17.04.05	ud	Difusor acustico de escaleras	17.04			?	50
PARTIDA	17.04.06	ud	Microfono	17.04			?	50
PARTIDA	17.04.07	ud	Proyector de sonido Unidireccional	17.04			?	50
PARTIDA	17.04.08	ud	Proyector de sonido Bidireccional	17.04			?	50
CAPITULO	17.05		17.05 DISPOSITIVOS DE SEGURIDAD	17				
PARTIDA	17.05.01	ud	Camara fija exterior	17.05			?	50
PARTIDA	17.05.02	ud	Camara fija exterior de farola	17.05			?	50
PARTIDA	17.05.03	ud	Camara fija interior 	17.05			?	50
PARTIDA	17.05.04	ud	Lector de matriculas - Buzon de tarjetas	17.05			?	50
PARTIDA	17.05.05	ud	Lector IP1	17.05			?	50
PARTIDA	17.05.06	ud	Lector IP2	17.05			?	50
PARTIDA	17.05.07	ud	Lector IP4	17.05			?	50
PARTIDA	17.05.08	ud	Cerradura eléctrica	17.05			?	50
PARTIDA	17.05.09	ud	Contacto magnético 	17.05			?	50
PARTIDA	17.05.10	ud	Lector de barrera 	17.05			?	50
PARTIDA	17.05.11	ud	Lector simple	17.05			?	50
PARTIDA	17.05.12	ud	Lector tornos	17.05			?	50
PARTIDA	17.05.13	ud	Lector de matriculas	17.05			?	50
PARTIDA	17.05.14	ud	Pulsador de apertura	17.05			?	50
PARTIDA	17.05.15	ud	Terminal de emergencia	17.05			?	50
PARTIDA	17.05.16	ud	Ventorsa electromagnética	17.05			?	50
CAPITULO	17.06		17.06 RED INTERIOR	17				
CAPITULO	17.07		17.07 RED DE CABLES	17				
PARTIDA	17.07.01		17.07.01 COAXIALES	17.07				
PARTIDA	17.07.02		17.07.02 PARES Y PARES TRENZADOS	17.07				
PARTIDA	17.07.03		17.07.03 FIBRA ÓPTICA	17.07				
CAPITULO	17.08		17.08 LEGALIZACIÓN Y PUESTA EN MARCHA	17				
CAPITULO	18		18 PCI					
CAPITULO	18.01		18.01 EXTINCIÓN DE INCENDIOS	18				
PARTIDA	18.01.01	ud	Armario BIE 500X197.5X700mm	18.01			?	50
PARTIDA	18.01.02	ud	Armario BIE 500X200X750mm	18.01			?	50
PARTIDA	18.01.03	ud	Armario BIE 500X265X700mm	18.01			?	50
PARTIDA	18.01.04	ud	Armario Columna seca 220X550X325mm	18.01			?	50
PARTIDA	18.01.05	ud	Armario Columna seca 220X550X600mm	18.01			?	50
PARTIDA	18.01.06	ud	Armario acometida PCI 2400X800X900mm	18.01			?	50
PARTIDA	18.01.07	ud	Colector de impulsión 200x300x900	18.01			?	50
PARTIDA	18.01.08	ud	Extinción automática Novec 1230	18.01			?	50
PARTIDA	18.01.09	ud	Extinción automática R-102	18.01			?	50
PARTIDA	18.01.10	ud	Extintor portatil C02	18.01			?	50
PARTIDA	18.01.11	ud	Extintor portatil C02 10Kg	18.01			?	50
PARTIDA	18.01.12	ud	Extintor portatil de polvo ABC	18.01			?	44,47
PARTIDA	18.01.13	ud	Grupo de bombeo de PCI 	18.01			?	47,3
PARTIDA	18.01.14	ud	Rociador colgante con protector 50mm	18.01			?	116,41
PARTIDA	18.01.15	ud	Conexión siamesa KTM	18.01			?	99,92
CAPITULO	18.02		18.02 DETECCIÓN DE INCENDIOS	18				
PARTIDA	18.02.01	ud	Avisador alarma 	18.02			?	55,52
PARTIDA	18.02.02	ud	Centralita Incendios	18.02			?	261,85
PARTIDA	18.02.03	ud	Detector óptico de humos	18.02			?	38,51
PARTIDA	18.02.04	ud	Detector óptico de humos en falsos techos	18.02			?	74,63
PARTIDA	18.02.05	ud	Detector óptico de llama	18.02			?	55,84
PARTIDA	18.02.06	ud	Detector óptico-térmico	18.02			?	39,3
PARTIDA	18.02.07	ud	Detector térmico	18.02			?	30,89
PARTIDA	18.02.08	ud	Detector óptico de conducto	18.02			?	45,45
PARTIDA	18.02.09	ud	Pulsador de alarma	18.02			?	30,89
CAPITULO	18.03		18.03 INSTALACIÓN	18				
PARTIDA	18.03.01	m	Instalación de tuberías contra incendios húmeda	18.03			Incluidas uniones de tuberías	50
PARTIDA	18.03.02	m	Instalación de tuberías contra incendios seca	18.03			Incluidas uniones de tuberías	50
PARTIDA	18.03.03	m	Instalación de tubos de aspiración para PCI	18.03			Incluidas uniones de tubo	50
CAPITULO	19		19 INSTALACIONES ESPECIALES					
PARTIDA	19.01		19.01 DOMÓTICA	19				
PARTIDA	19.02		19.02 CIRCUITO CERRADO TV	19				
PARTIDA	19.03		19.03 VIDEO PORTERO	19				
CAPITULO	20		20 GAS					
CAPITULO	20.01		20.01 ACOMETIDA	20				
CAPITULO	20.02		20.02 ARMARIO	20				
PARTIDA	20.02.01	ud	E.R.M Gas natural	20.02			Estación de regulación y medida del gas natural con armario , para instalación receptora de edificio.	1851,65
CAPITULO	20.03		20.03 DISTRIBUCIÓN GENERAL	20				
CAPITULO	20.04		20.04 CENTRALIZACIÓN 	20				
PARTIDA	20.04.01	ud	Bomba de presión 	20.04			Electrobomba centrífuga, de hierro fundido, de tres velocidades, con una potencia de 0,071 kW.	419,33
PARTIDA	20.04.02	ud	Depósito de gasoleo 3000L	20.04			Depósito homologado de gases licuados del petróleo (GLP), enterrado, de chapa de acero, "REPSOL", de 1200 mm de diámetro y 3840 mm de longitud, con una capacidad de 4000 litros. Incluso arqueta de acero inoxidable con tapa, indicador de nivel, tubo buzo para toma de gas en fase líquida, valvulería, manómetro, tapón de drenaje, accesorios de conexión, borne de toma de tierra y zuncho. El precio no incluye la obra civil, la toma de tierra ni el equipo de protección catódica.	4404,53
CAPITULO	20.05		20.05 ASCENDENTES/MONTANTES	20				
CAPITULO	20.06		20.06 INSTALACIÓN DE GAS	20				
PARTIDA	20.06.01	m	Instalación de tuberías de acero inoxidable 	20.06			Suministro e instalación empotrada de tubería para instalación interior de gas, formada por tubo de acero negro, con soldadura longitudinal por resistencia eléctrica, acabada con mano de imprimación antioxidante de al menos 50 micras de espesor. Incluso material auxiliar para montaje y sujeción a la obra, cinta anticorrosiva, accesorios y piezas especiales colocados mediante soldadura eléctrica. El precio no incluye las ayudas de albañilería para instalaciones.	33,19
CAPITULO	20.07		20.07 LEGALIZACIÓN Y PUESTA EN MARCHA	20				
CAPITULO	21		21 SOLAR TÉRMICA					
CAPITULO	21.01		21.01 EQUIPOS DE CAPTACIÓN	21				
PARTIDA	21.01.01	ud	Placa solar 1052x2115	21.01			?	50
PARTIDA	21.01.02	ud	Tubos vacio 2250x2000	21.01			?	50
CAPITULO	21.02		21.02 CIRCUITO PRIMARIO	21				
PARTIDA	21.02.01	ud	Intercambiador	21.02			?	50
CAPITULO	21.03		21.03 CIRCUITO SECUNDARIO	21				
PARTIDA	21.03.01	ud	Aerorefrigerador	21.03			?	50
PARTIDA	21.03.02	ud	Vaso de expansión	21.03			?	50
PARTIDA	21.03.03	ud	Acumulador 5000L	21.03			?	50
PARTIDA	21.03.04	ud	Bomba gemela	21.03			?	50
CAPITULO	21.04		21.04 INSTALACIÓN 	21				
PARTIDA	21.04.01	m	Instalación de tuberias de agua caliente sanitaria para energía	21.04			?	50
PARTIDA	21.04.02	m	Instalación de tuberías de suministro hidrónico para energía	21.04			?	50
PARTIDA	21.04.03	m	Instalación de tuberías de retorno hidrónico para energía	21.04			?	50
PARTIDA	21.04.04	m	Instalación de red de saneamiento para energía	21.04			?	50
CAPITULO	21.05		21.05 LEGALIZACIÓN Y PUESTA EN MARCHA	21				
